Red Agrometeorológica de INIA,,agromet.inia.cl,,,
Estación,Azapa Medio,,,,
Habilitada el,21-03-2011,,,,
Generado,06-08-2018 11:37:25,,,,
,,,,,
#,FECHA/HORA,Temperatura del Aire (°C),Humedad Relativa (%),Velocidad del Viento (Km/h),Radiación Solar (W/m2)
4284,28-06-2017 11:00,"18,4","67,1","3,6",326
4285,28-06-2017 12:00,"20,7","57,9",5,"617,6"
4286,28-06-2017 13:00,"21,4","55,9","5,8","562,9"
4287,28-06-2017 14:00,"19,8","59,8","5,4","291,4"
4288,28-06-2017 15:00,"19,1","60,1","4,3","199,7"
4289,28-06-2017 16:00,"18,5",61,4,"144,8"
4290,28-06-2017 17:00,"17,8","63,1","3,2","65,3"
4291,28-06-2017 18:00,"16,9","66,1","2,5","6,4"
4292,28-06-2017 19:00,"16,4","68,3","2,5",0
4293,28-06-2017 20:00,"16,3","68,9","2,2",0
4294,28-06-2017 21:00,"16,2","69,8","0,4",0
4295,28-06-2017 22:00,16,"71,5",0,0
4296,28-06-2017 23:00,"15,7","75,2","1,4",0
4297,29-06-2017 00:00,"15,3","77,7","0,4",0
4298,29-06-2017 01:00,"15,2","78,4","0,4",0
4299,29-06-2017 02:00,"15,1","79,3",0,0
4300,29-06-2017 03:00,15,"79,6",0,0
4301,29-06-2017 04:00,15,"79,9",0,0
4302,29-06-2017 05:00,"14,8","81,2",0,0
4303,29-06-2017 06:00,"14,7","82,6",0,0
4304,29-06-2017 07:00,"14,6","83,6",0,"1,6"
4305,29-06-2017 08:00,"14,8","82,3",0,"24,4"
4306,29-06-2017 09:00,"15,3","76,9",0,"64,5"
4307,29-06-2017 10:00,"16,2","70,9","0,7",115
4308,29-06-2017 11:00,"17,4","65,7","2,9","257,6"
4309,29-06-2017 12:00,"19,3","56,6",4,520
4310,29-06-2017 13:00,"20,9","53,3","5,8",617
4311,29-06-2017 14:00,"21,2","53,6",5,"567,4"
4312,29-06-2017 15:00,"20,7","56,3","5,4","391,8"
4313,29-06-2017 16:00,"18,9","61,5","3,6","179,1"
4314,29-06-2017 17:00,"17,1","67,7","2,5","57,6"
4315,29-06-2017 18:00,"15,6","73,4","1,8",6
4316,29-06-2017 19:00,"15,2","74,4","0,7",0
4317,29-06-2017 20:00,"15,3","74,2",0,0
4318,29-06-2017 21:00,"15,3","74,5",0,0
4319,29-06-2017 22:00,"15,3","74,9",0,0
4320,29-06-2017 23:00,"15,1",76,"0,4",0
4321,30-06-2017 00:00,"14,8",77,"0,4",0
4322,30-06-2017 01:00,"14,6","77,9","0,7",0
4323,30-06-2017 02:00,"14,5",79,"0,4",0
4324,30-06-2017 03:00,"14,5","79,5","0,4",0
4325,30-06-2017 04:00,"14,4","79,5",0,0
4326,30-06-2017 05:00,"14,3","79,9","0,4",0
4327,30-06-2017 06:00,"14,3","77,6",0,0
4328,30-06-2017 07:00,"14,3","76,4",0,"1,7"
4329,30-06-2017 08:00,"14,5",76,"0,4","20,3"
4330,30-06-2017 09:00,15,"71,6","0,4","84,1"
4331,30-06-2017 10:00,"16,4","66,3",4,"219,4"
4332,30-06-2017 11:00,"17,8","60,4","2,9",444
4333,30-06-2017 12:00,"20,5","53,5","3,6","611,6"
4334,30-06-2017 13:00,"21,1","55,3","5,4","619,6"
4335,30-06-2017 14:00,21,"55,6",5,"557,2"
4336,30-06-2017 15:00,"21,1","54,4","4,3","438,9"
4337,30-06-2017 16:00,"20,1","58,6","4,7","275,2"
4338,30-06-2017 17:00,"17,7",66,4,102
4339,30-06-2017 18:00,15,"75,8","1,4","9,2"
4340,30-06-2017 19:00,"13,1","81,1",0,0
4341,30-06-2017 20:00,"13,7","82,8",0,0
4342,30-06-2017 21:00,"14,6","79,6",0,0
4343,30-06-2017 22:00,"14,9","78,4",0,0
4344,30-06-2017 23:00,"14,9","78,1",0,0
4345,01-07-2017 00:00,"14,7","79,1",0,0
4346,01-07-2017 01:00,"14,6","79,1","0,4",0
4347,01-07-2017 02:00,"14,5","80,3",0,0
4348,01-07-2017 03:00,"14,4","80,6",0,0
4349,01-07-2017 04:00,"14,3","81,4",0,0
4350,01-07-2017 05:00,"14,2",82,0,0
4351,01-07-2017 06:00,"14,1","83,1",0,0
4352,01-07-2017 07:00,"13,9","84,9","0,4","2,5"
4353,01-07-2017 08:00,"14,3","84,4",0,"54,5"
4354,01-07-2017 09:00,"15,3","78,6","1,1",124
4355,01-07-2017 10:00,"16,3","73,1","1,4","149,7"
4356,01-07-2017 11:00,"18,1","65,7","3,6","466,6"
4357,01-07-2017 12:00,"19,7","61,5","3,6","441,1"
4358,01-07-2017 13:00,"20,5","58,6",5,"579,6"
4359,01-07-2017 14:00,"20,7","59,5","5,4","356,2"
4360,01-07-2017 15:00,20,"59,9","7,2","407,2"
4361,01-07-2017 16:00,19,65,"5,4",245
4362,01-07-2017 17:00,"17,3","70,8",4,"111,2"
4363,01-07-2017 18:00,15,"78,6","0,4","7,1"
4364,01-07-2017 19:00,"14,7","80,9","0,4",0
4365,01-07-2017 20:00,15,"80,1","0,4",0
4366,01-07-2017 21:00,"15,2","80,2",0,0
4367,01-07-2017 22:00,"14,8","80,3","2,5",0
4368,01-07-2017 23:00,"14,4","82,3","1,8",0
4369,02-07-2017 00:00,"13,9","84,1",0,0
4370,02-07-2017 01:00,"13,9","85,8",0,0
4371,02-07-2017 02:00,"14,3","85,3",0,0
4372,02-07-2017 03:00,"14,4","84,3",0,0
4373,02-07-2017 04:00,"14,3","84,1","0,4",0
4374,02-07-2017 05:00,"14,4","82,8",0,0
4375,02-07-2017 06:00,"14,5","81,9",0,0
4376,02-07-2017 07:00,"14,4","81,9",0,"0,9"
4377,02-07-2017 08:00,"14,5","80,9",0,"24,4"
4378,02-07-2017 09:00,"15,1","77,6",0,76
4379,02-07-2017 10:00,"16,1","72,5","1,8",191
4380,02-07-2017 11:00,"17,4","67,4","3,2","284,6"
4381,02-07-2017 12:00,"18,1","67,5",4,"353,1"
4382,02-07-2017 13:00,"19,4","65,4","4,7","469,2"
4383,02-07-2017 14:00,18,"72,4","3,2","200,9"
4384,02-07-2017 15:00,"17,8","73,7","2,9","174,3"
4385,02-07-2017 16:00,"16,8","77,5","2,5","84,2"
4386,02-07-2017 17:00,16,"79,5","1,4",28
4387,02-07-2017 18:00,"15,2","81,5","1,8","2,1"
4388,02-07-2017 19:00,"14,7","84,4","1,1",0
4389,02-07-2017 20:00,"14,4","87,8","0,4",0
4390,02-07-2017 21:00,"14,2","89,5",0,"0,4"
4391,02-07-2017 22:00,"14,3",90,0,"0,5"
4392,02-07-2017 23:00,"14,3","90,2",0,"0,5"
4393,03-07-2017 00:00,"14,3","90,4",0,"0,5"
4394,03-07-2017 01:00,"14,2","90,6",0,"0,5"
4395,03-07-2017 02:00,"14,1","90,9",0,"0,5"
4396,03-07-2017 03:00,"14,1",91,0,"0,3"
4397,03-07-2017 04:00,14,"91,2",0,"0,5"
4398,03-07-2017 05:00,14,"91,2",0,"0,4"
4399,03-07-2017 06:00,"14,1","91,2",0,"0,4"
4400,03-07-2017 07:00,"13,9","91,3",0,"4,3"
4401,03-07-2017 08:00,"14,2","91,4",0,"65,7"
4402,03-07-2017 09:00,"14,6","90,9","0,4",110
4403,03-07-2017 10:00,"15,4","88,5",0,153
4404,03-07-2017 11:00,"16,2",81,0,"184,7"
4405,03-07-2017 12:00,"17,1","74,4","1,8",269
4406,03-07-2017 13:00,"18,3","68,8","4,3","348,9"
4407,03-07-2017 14:00,"18,3","68,4","3,2","237,6"
4408,03-07-2017 15:00,"18,1","68,7","3,2","189,4"
4409,03-07-2017 16:00,"17,7","70,3","3,2","127,8"
4410,03-07-2017 17:00,"16,6","73,5","2,9","58,4"
4411,03-07-2017 18:00,"15,8","76,5","0,7","6,1"
4412,03-07-2017 19:00,"15,4","79,1","0,7",0
4413,03-07-2017 20:00,"15,2","80,2","0,7",0
4414,03-07-2017 21:00,"14,8","82,7","0,7",0
4415,03-07-2017 22:00,"14,6","85,2","0,7",0
4416,03-07-2017 23:00,"14,2","87,6",0,0
4417,04-07-2017 00:00,"13,8",89,"0,4",0
4418,04-07-2017 01:00,"13,7","89,9",0,0
4419,04-07-2017 02:00,"13,8","90,2",0,0
4420,04-07-2017 03:00,"13,8","90,1",0,0
4421,04-07-2017 04:00,"13,6","90,7",0,0
4422,04-07-2017 05:00,"13,5",91,0,0
4423,04-07-2017 06:00,"13,4","91,2",0,0
4424,04-07-2017 07:00,"13,5","91,3",0,"3,3"
4425,04-07-2017 08:00,"13,7","91,2",0,"32,6"
4426,04-07-2017 09:00,"14,1","89,6",0,"71,5"
4427,04-07-2017 10:00,"15,2",77,0,"172,8"
4428,04-07-2017 11:00,"17,1","67,2","2,5","252,3"
4429,04-07-2017 12:00,"17,3","69,5","3,2","222,9"
4430,04-07-2017 13:00,"17,9","67,3","5,8","441,1"
4431,04-07-2017 14:00,"19,5","61,4","4,7","524,8"
4432,04-07-2017 15:00,"18,7","65,2","4,7","248,1"
4433,04-07-2017 16:00,"17,5","67,5","3,2","185,5"
4434,04-07-2017 17:00,"16,9",70,"1,8","82,5"
4435,04-07-2017 18:00,"14,3","77,9","0,4","8,5"
4436,04-07-2017 19:00,"11,3","84,1",0,0
4437,04-07-2017 20:00,"12,8","86,6",0,0
4438,04-07-2017 21:00,"13,8","83,8",0,0
4439,04-07-2017 22:00,14,"81,8","0,4",0
4440,04-07-2017 23:00,"14,2",81,0,0
4441,05-07-2017 00:00,"14,2","80,2","0,4",0
4442,05-07-2017 01:00,"14,2","79,7",0,0
4443,05-07-2017 02:00,"14,1","79,6","0,4",0
4444,05-07-2017 03:00,"13,9","80,8","0,4",0
4445,05-07-2017 04:00,"13,7","80,8",0,0
4446,05-07-2017 05:00,"13,6","80,3",0,0
4447,05-07-2017 06:00,"13,3","78,5","1,1",0
4448,05-07-2017 07:00,"13,1","77,8",0,"2,8"
4449,05-07-2017 08:00,"13,4",76,"0,7","39,2"
4450,05-07-2017 09:00,"14,3","72,1","1,8","165,5"
4451,05-07-2017 10:00,"16,9","61,5","2,2","427,5"
4452,05-07-2017 11:00,"18,3","58,1","3,6","548,3"
4453,05-07-2017 12:00,"19,5","55,9","5,8",633
4454,05-07-2017 13:00,"19,8","56,7","6,5","636,9"
4455,05-07-2017 14:00,"19,6","59,3","6,5","547,7"
4456,05-07-2017 15:00,"17,7","66,6",5,"238,4"
4457,05-07-2017 16:00,"16,4","71,2","3,2","126,6"
4458,05-07-2017 17:00,"15,4","74,8","2,5","73,4"
4459,05-07-2017 18:00,"14,4","78,4","1,4","5,5"
4460,05-07-2017 19:00,"14,1","79,3","0,4",0
4461,05-07-2017 20:00,"14,1","79,6",0,0
4462,05-07-2017 21:00,"14,2","79,6",0,0
4463,05-07-2017 22:00,"14,2","80,1",0,0
4464,05-07-2017 23:00,14,"79,9","0,4",0
4465,06-07-2017 00:00,"13,9",80,0,0
4466,06-07-2017 01:00,"13,7","79,3","3,6",0
4467,06-07-2017 02:00,"13,6","78,9","0,7",0
4468,06-07-2017 03:00,"13,4","78,4",0,0
4469,06-07-2017 04:00,"13,3","78,2",0,0
4470,06-07-2017 05:00,"13,2",79,0,0
4471,06-07-2017 06:00,13,"78,6","2,2",0
4472,06-07-2017 07:00,13,"78,2","0,4","3,1"
4473,06-07-2017 08:00,"13,2","75,7","0,4",53
4474,06-07-2017 09:00,"14,3","70,5","1,1",163
4475,06-07-2017 10:00,"16,5","61,4","1,4","390,1"
4476,06-07-2017 11:00,"18,3","57,5","2,9","537,9"
4477,06-07-2017 12:00,"19,8","53,7","3,6","624,1"
4478,06-07-2017 13:00,"21,5","50,3","4,3","629,8"
4479,06-07-2017 14:00,"21,5","52,4","5,8","572,3"
4480,06-07-2017 15:00,"20,6","54,5",5,"465,2"
4481,06-07-2017 16:00,"20,3",56,4,"316,2"
4482,06-07-2017 17:00,"18,2",63,"4,7","142,2"
4483,06-07-2017 18:00,"14,6","75,3","2,9","11,1"
4484,06-07-2017 19:00,"13,6","79,5","0,4",0
4485,06-07-2017 20:00,14,"78,3",0,0
4486,06-07-2017 21:00,"14,2",78,0,0
4487,06-07-2017 22:00,"14,2","77,3","0,4",0
4488,06-07-2017 23:00,14,"77,9","0,7",0
4489,07-07-2017 00:00,"13,8",78,"1,1",0
4490,07-07-2017 01:00,"13,7","78,1","1,1",0
4491,07-07-2017 02:00,"13,4","77,5","1,1",0
4492,07-07-2017 03:00,"13,2",78,0,0
4493,07-07-2017 04:00,"13,2","77,3","0,7",0
4494,07-07-2017 05:00,"12,9",77,"1,1",0
4495,07-07-2017 06:00,13,"76,4","0,7",0
4496,07-07-2017 07:00,"12,9","75,9","1,4","2,8"
4497,07-07-2017 08:00,"13,2","73,8","1,8","52,5"
4498,07-07-2017 09:00,"14,7","67,1","2,5","214,5"
4499,07-07-2017 10:00,"16,1","63,2","2,5","374,6"
4500,07-07-2017 11:00,"18,4","56,2","2,9","537,6"
4501,07-07-2017 12:00,"20,2","50,9","2,5","627,5"
4502,07-07-2017 13:00,"21,3","49,1","4,7","633,5"
4503,07-07-2017 14:00,"21,6","49,8","5,8","579,5"
4504,07-07-2017 15:00,"20,8","53,1","6,8","472,6"
4505,07-07-2017 16:00,"19,7","57,6","7,2",321
4506,07-07-2017 17:00,"17,6","64,6","4,3","133,9"
4507,07-07-2017 18:00,"14,9","74,2",0,"11,3"
4508,07-07-2017 19:00,"12,5","81,6",0,0
4509,07-07-2017 20:00,"12,3","84,6",0,0
4510,07-07-2017 21:00,"13,7","81,1","0,4",0
4511,07-07-2017 22:00,"14,2","77,2","0,7",0
4512,07-07-2017 23:00,"14,3","75,7","1,1",0
4513,08-07-2017 00:00,"14,1",76,"1,4",0
4514,08-07-2017 01:00,"13,5","77,8","1,1",0
4515,08-07-2017 02:00,"13,5","77,5","1,1",0
4516,08-07-2017 03:00,"13,3",77,"1,1",0
4517,08-07-2017 04:00,"13,2","77,7","0,4",0
4518,08-07-2017 05:00,"12,8","78,3","1,8",0
4519,08-07-2017 06:00,"12,3","78,1","2,5",0
4520,08-07-2017 07:00,"12,3","78,9","1,1","3,8"
4521,08-07-2017 08:00,"12,6","77,4",0,"55,1"
4522,08-07-2017 09:00,"13,6","73,3","1,4","149,4"
4523,08-07-2017 10:00,"15,9","64,7","1,8","382,8"
4524,08-07-2017 11:00,18,"57,5","2,9","547,9"
4525,08-07-2017 12:00,20,"51,9","3,2","632,5"
4526,08-07-2017 13:00,"21,6","49,3","4,7","642,3"
4527,08-07-2017 14:00,"21,3","52,1","7,2","586,5"
4528,08-07-2017 15:00,"20,4","54,8","6,8","477,4"
4529,08-07-2017 16:00,"19,5",58,"5,8","327,7"
4530,08-07-2017 17:00,"17,9","63,9","4,3","149,6"
4531,08-07-2017 18:00,"14,4","75,3","1,1","13,6"
4532,08-07-2017 19:00,"12,1","81,3",0,0
4533,08-07-2017 20:00,"12,7",83,0,0
4534,08-07-2017 21:00,"13,5","80,2",0,0
4535,08-07-2017 22:00,"13,6","79,6","0,4",0
4536,08-07-2017 23:00,"13,5","79,7","1,1",0
4537,09-07-2017 00:00,"13,4","80,4","0,4",0
4538,09-07-2017 01:00,"13,3","80,8","0,7",0
4539,09-07-2017 02:00,13,81,"0,7",0
4540,09-07-2017 03:00,"12,9",81,0,0
4541,09-07-2017 04:00,"12,7","80,9","0,4",0
4542,09-07-2017 05:00,"12,6","80,5","1,4",0
4543,09-07-2017 06:00,"12,4","79,4","0,7",0
4544,09-07-2017 07:00,"12,3","79,6","2,5","2,4"
4545,09-07-2017 08:00,"12,4","78,8","3,2","33,6"
4546,09-07-2017 09:00,"13,2","75,8","1,8","111,8"
4547,09-07-2017 10:00,"14,4","71,4","2,5","224,6"
4548,09-07-2017 11:00,"16,7",63,"2,5","503,1"
4549,09-07-2017 12:00,"19,1","54,5","2,9","638,9"
4550,09-07-2017 13:00,"20,6","50,9","4,7",649
4551,09-07-2017 14:00,"20,8","52,6","5,8","592,2"
4552,09-07-2017 15:00,"19,8","57,1","5,8",483
4553,09-07-2017 16:00,"19,4","58,9",5,"333,7"
4554,09-07-2017 17:00,"17,5","66,5","4,3","143,6"
4555,09-07-2017 18:00,"14,3","78,6","2,2","7,7"
4556,09-07-2017 19:00,"13,3","83,1","0,4",0
4557,09-07-2017 20:00,"13,9","81,1",0,0
4558,09-07-2017 21:00,"14,1","79,7",0,0
4559,09-07-2017 22:00,"14,2","79,4","0,4",0
4560,09-07-2017 23:00,"14,1","79,4","0,4",0
4561,10-07-2017 00:00,14,"79,6",0,0
4562,10-07-2017 01:00,"13,9","77,8",0,0
4563,10-07-2017 02:00,"13,8","77,4",0,0
4564,10-07-2017 03:00,"13,7","77,8","0,4",0
4565,10-07-2017 04:00,"13,4","76,7","0,4",0
4566,10-07-2017 05:00,"13,2","76,5","1,4",0
4567,10-07-2017 06:00,"12,7","76,1","2,9",0
4568,10-07-2017 07:00,"12,5","76,1","1,8","3,3"
4569,10-07-2017 08:00,13,"74,6","0,7",52
4570,10-07-2017 09:00,"14,9","66,2","1,1","282,7"
4571,10-07-2017 10:00,"17,2","58,8","2,5","362,7"
4572,10-07-2017 11:00,"18,5","54,8","4,3","553,8"
4573,10-07-2017 12:00,"20,2","49,5",4,"644,7"
4574,10-07-2017 13:00,"21,8","47,9",5,"649,3"
4575,10-07-2017 14:00,"21,8","48,7","6,1","591,9"
4576,10-07-2017 15:00,"20,7","53,2","7,2","485,7"
4577,10-07-2017 16:00,"20,2","54,8","5,4","335,7"
4578,10-07-2017 17:00,"18,6","60,7",4,"160,1"
4579,10-07-2017 18:00,"14,9","73,4","2,5","15,5"
4580,10-07-2017 19:00,"12,6",81,0,0
4581,10-07-2017 20:00,"12,8","83,4",0,0
4582,10-07-2017 21:00,"13,7",80,"0,4",0
4583,10-07-2017 22:00,"13,8","78,4","0,7",0
4584,10-07-2017 23:00,"13,8","78,6","0,7",0
4585,11-07-2017 00:00,"13,8","78,9","0,7",0
4586,11-07-2017 01:00,"13,6","78,5","1,1",0
4587,11-07-2017 02:00,"13,4","77,3","1,8",0
4588,11-07-2017 03:00,"12,9","78,3","2,5",0
4589,11-07-2017 04:00,"12,7","78,7","0,4",0
4590,11-07-2017 05:00,"11,9","80,5","0,4",0
4591,11-07-2017 06:00,"8,9","84,7",0,0
4592,11-07-2017 07:00,"8,3","87,8","0,7","4,8"
4593,11-07-2017 08:00,"10,1","86,5",0,"116,7"
4594,11-07-2017 09:00,"15,3","65,5","1,4","306,4"
4595,11-07-2017 10:00,"17,7",58,"2,5","360,8"
4596,11-07-2017 11:00,20,"50,1","2,5","557,7"
4597,11-07-2017 12:00,"21,7","48,8",5,"643,4"
4598,11-07-2017 13:00,"21,5","50,4","7,2","647,8"
4599,11-07-2017 14:00,"20,7","52,8","7,9","595,4"
4600,11-07-2017 15:00,"20,3","55,1","6,1","486,6"
4601,11-07-2017 16:00,"19,4","58,5","5,8","331,4"
4602,11-07-2017 17:00,"17,5","65,2","4,7",146
4603,11-07-2017 18:00,"14,5","76,1","1,1","10,8"
4604,11-07-2017 19:00,12,"81,5",0,0
4605,11-07-2017 20:00,"11,7","84,9",0,0
4606,11-07-2017 21:00,"13,3","83,2",0,0
4607,11-07-2017 22:00,"13,6","80,4","1,1",0
4608,11-07-2017 23:00,"13,4","79,7","0,4",0
4609,12-07-2017 00:00,"12,1","82,8",0,0
4610,12-07-2017 01:00,"12,4","84,2","0,4",0
4611,12-07-2017 02:00,"12,6","82,4","0,4",0
4612,12-07-2017 03:00,"12,6","82,2","0,4",0
4613,12-07-2017 04:00,"12,4","82,8","0,4",0
4614,12-07-2017 05:00,"12,1","83,3","0,4",0
4615,12-07-2017 06:00,"11,9","83,4","0,4",0
4616,12-07-2017 07:00,"11,8","83,4","1,8",4
4617,12-07-2017 08:00,12,"81,7","0,4","46,1"
4618,12-07-2017 09:00,13,"76,1","0,7","156,4"
4619,12-07-2017 10:00,"15,7","65,8","2,2","381,8"
4620,12-07-2017 11:00,"17,8","56,9","2,5","537,6"
4621,12-07-2017 12:00,"19,6","50,8","4,7","625,1"
4622,12-07-2017 13:00,"20,7","50,9","6,1","630,2"
4623,12-07-2017 14:00,"20,2","54,5","6,5","569,1"
4624,12-07-2017 15:00,"19,5","56,2","5,8","459,4"
4625,12-07-2017 16:00,"18,8","57,8",5,"309,8"
4626,12-07-2017 17:00,"17,3","63,1","2,9","132,9"
4627,12-07-2017 18:00,"14,4",72,"0,4","12,4"
4628,12-07-2017 19:00,"11,7","79,2",0,0
4629,12-07-2017 20:00,"9,8","84,8",0,0
4630,12-07-2017 21:00,"11,1","86,7",0,0
4631,12-07-2017 22:00,"12,5","83,2",0,0
4632,12-07-2017 23:00,"13,1","79,8","0,4",0
4633,13-07-2017 00:00,"13,2","78,3","0,7",0
4634,13-07-2017 01:00,"12,9","78,6","1,8",0
4635,13-07-2017 02:00,"12,8","77,9","2,2",0
4636,13-07-2017 03:00,"12,5","76,7","4,3",0
4637,13-07-2017 04:00,"12,6","77,5","0,7",0
4638,13-07-2017 05:00,"12,6","78,4","1,1",0
4639,13-07-2017 06:00,"12,6","78,4","1,1",0
4640,13-07-2017 07:00,"12,6","77,5","0,4",2
4641,13-07-2017 08:00,13,76,"0,4","27,1"
4642,13-07-2017 09:00,"13,6","72,5","1,4","81,5"
4643,13-07-2017 10:00,"15,1","67,7","1,4","196,9"
4644,13-07-2017 11:00,"16,6","62,9","3,6","411,4"
4645,13-07-2017 12:00,"18,7","56,4","4,3","602,9"
4646,13-07-2017 13:00,20,"53,9","5,8","632,1"
4647,13-07-2017 14:00,"20,4","53,3","5,4","575,7"
4648,13-07-2017 15:00,"20,2","53,9","5,4","467,4"
4649,13-07-2017 16:00,"18,9","58,5",5,"258,6"
4650,13-07-2017 17:00,"16,2","66,9","1,8",60
4651,13-07-2017 18:00,"14,6","72,6","0,7","7,7"
4652,13-07-2017 19:00,"14,4","73,2","0,4",0
4653,13-07-2017 20:00,"14,5","72,8",0,0
4654,13-07-2017 21:00,"14,4","73,5","0,7",0
4655,13-07-2017 22:00,"14,3","74,2","0,7",0
4656,13-07-2017 23:00,"14,4","73,9","0,4",0
4657,14-07-2017 00:00,"14,4","73,4","0,4",0
4658,14-07-2017 01:00,"14,3","73,7",0,0
4659,14-07-2017 02:00,"14,1","74,6",0,0
4660,14-07-2017 03:00,"14,1","74,2",0,0
4661,14-07-2017 04:00,14,"74,2",0,0
4662,14-07-2017 05:00,"13,9","74,5","0,7",0
4663,14-07-2017 06:00,"13,7","74,3",0,0
4664,14-07-2017 07:00,"13,7","73,5","0,4","2,5"
4665,14-07-2017 08:00,"14,1","71,9","0,4","39,4"
4666,14-07-2017 09:00,"15,1","66,8","1,8","220,1"
4667,14-07-2017 10:00,"17,1","60,1",4,"345,5"
4668,14-07-2017 11:00,"18,5","55,2","3,6","544,9"
4669,14-07-2017 12:00,20,52,"4,7",629
4670,14-07-2017 13:00,"20,7","51,9","5,8","636,7"
4671,14-07-2017 14:00,"20,5","52,4","5,8",583
4672,14-07-2017 15:00,"20,2",53,5,"467,5"
4673,14-07-2017 16:00,"19,6","54,7",4,"321,2"
4674,14-07-2017 17:00,"18,1","59,1","2,9",142
4675,14-07-2017 18:00,"15,1","69,9","1,1","14,7"
4676,14-07-2017 19:00,13,"77,5",0,0
4677,14-07-2017 20:00,"13,4",77,0,0
4678,14-07-2017 21:00,"14,1","74,7","0,4",0
4679,14-07-2017 22:00,"14,3","74,2","1,1",0
4680,14-07-2017 23:00,"14,3","74,7","0,7",0
4681,15-07-2017 00:00,"14,2","75,5","0,4",0
4682,15-07-2017 01:00,"14,1",76,"0,7",0
4683,15-07-2017 02:00,"13,9","76,9","0,7",0
4684,15-07-2017 03:00,"13,8","78,5",0,0
4685,15-07-2017 04:00,"13,7","79,6",0,0
4686,15-07-2017 05:00,"13,6","79,9",0,0
4687,15-07-2017 06:00,"13,6","80,1",0,0
4688,15-07-2017 07:00,"13,6","79,4",0,"1,5"
4689,15-07-2017 08:00,"13,9","77,6",0,"18,8"
4690,15-07-2017 09:00,"14,5","72,6",0,"48,7"
4691,15-07-2017 10:00,"15,3","67,3","0,4","110,4"
4692,15-07-2017 11:00,"16,1","63,7","1,4","171,5"
4693,15-07-2017 12:00,"17,1",60,"2,9","258,9"
4694,15-07-2017 13:00,"19,5","52,7",4,"605,8"
4695,15-07-2017 14:00,"20,6","50,4","5,8","581,2"
4696,15-07-2017 15:00,"20,8","49,3","5,8",476
4697,15-07-2017 16:00,"19,6",53,"5,8","317,3"
4698,15-07-2017 17:00,"17,8","60,3",4,"128,5"
4699,15-07-2017 18:00,"15,6","67,8","2,5","9,8"
4700,15-07-2017 19:00,15,"68,7","1,8",0
4701,15-07-2017 20:00,"14,8","69,5","0,4",0
4702,15-07-2017 21:00,"14,7","69,9","0,7",0
4703,15-07-2017 22:00,"14,7","70,1",0,0
4704,15-07-2017 23:00,"14,7","70,6",0,0
4705,16-07-2017 00:00,"14,6","71,6",0,0
4706,16-07-2017 01:00,"14,5","72,8",0,0
4707,16-07-2017 02:00,"14,5","73,5",0,0
4708,16-07-2017 03:00,"14,4","73,9",0,0
4709,16-07-2017 04:00,"14,3","74,2",0,0
4710,16-07-2017 05:00,"14,2","74,9",0,0
4711,16-07-2017 06:00,"14,1","75,3","0,4",0
4712,16-07-2017 07:00,"14,1","74,3",0,"2,2"
4713,16-07-2017 08:00,"14,5","69,2","0,4","25,4"
4714,16-07-2017 09:00,"15,1","74,1","0,4","50,3"
4715,16-07-2017 10:00,"15,2","74,7","1,1","83,9"
4716,16-07-2017 11:00,"16,2","65,7","0,7","140,6"
4717,16-07-2017 12:00,"17,1","63,6","4,3","231,2"
4718,16-07-2017 13:00,"18,6","57,8","5,4","426,2"
4719,16-07-2017 14:00,"19,6","56,6",5,"370,9"
4720,16-07-2017 15:00,"19,1","58,4","4,7","260,2"
4721,16-07-2017 16:00,"18,1","61,8","3,6","112,3"
4722,16-07-2017 17:00,"16,5","67,5","4,3","35,6"
4723,16-07-2017 18:00,"15,2","72,1","5,8","3,4"
4724,16-07-2017 19:00,"14,7","74,1","4,7",0
4725,16-07-2017 20:00,14,"78,1","3,6",0
4726,16-07-2017 21:00,"13,6","80,4","1,4",0
4727,16-07-2017 22:00,"13,6",80,"1,1",0
4728,16-07-2017 23:00,"13,6","80,3",0,0
4729,17-07-2017 00:00,"13,5",81,0,0
4730,17-07-2017 01:00,"13,3","81,5",0,0
4731,17-07-2017 02:00,"13,2","82,6",0,0
4732,17-07-2017 03:00,"13,1","83,3",0,0
4733,17-07-2017 04:00,13,"84,2",0,0
4734,17-07-2017 05:00,"12,8","85,4",0,0
4735,17-07-2017 06:00,"12,8",86,0,0
4736,17-07-2017 07:00,"12,8","86,1",0,"2,5"
4737,17-07-2017 08:00,13,"85,9",0,"29,9"
4738,17-07-2017 09:00,"13,6","82,2","0,4","84,4"
4739,17-07-2017 10:00,"14,5","73,3","1,1","124,8"
4740,17-07-2017 11:00,"15,1","69,6","1,8","170,7"
4741,17-07-2017 12:00,"16,4","63,6","2,9",285
4742,17-07-2017 13:00,"18,3","58,8","4,7","507,2"
4743,17-07-2017 14:00,"19,2","57,2",5,"554,9"
4744,17-07-2017 15:00,"19,6","54,8","4,3","485,6"
4745,17-07-2017 16:00,"19,6",55,4,"335,1"
4746,17-07-2017 17:00,"18,1","59,3","3,2","161,5"
4747,17-07-2017 18:00,"14,7","70,9","1,8","18,2"
4748,17-07-2017 19:00,"12,2","79,4","0,4",0
4749,17-07-2017 20:00,12,"82,5",0,0
4750,17-07-2017 21:00,"12,9","79,5","0,4",0
4751,17-07-2017 22:00,"13,4","76,8","0,4",0
4752,17-07-2017 23:00,"13,4","76,3","0,4",0
4753,18-07-2017 00:00,"13,3","76,5",0,0
